configuration,true_pos,false_pos,false_neg,true_neg,precision,sensitivity,f1
dataset_000046-model_000003,250,156,65,69,0.6157635467980296,0.7936507936507936,0.6934812760055478
dataset_000046-model_000004,171,104,144,121,0.6218181818181818,0.5428571428571428,0.5796610169491525
dataset_000047-model_000001,140,82,175,143,0.6306306306306306,0.4444444444444444,0.5214152700186219
dataset_000047-model_000002,172,118,143,107,0.593103448275862,0.546031746031746,0.568595041322314
dataset_000047-model_000003,252,160,63,65,0.6116504854368932,0.8,0.6932599724896836
dataset_000047-model_000004,171,104,144,121,0.6218181818181818,0.5428571428571428,0.5796610169491525
dataset_000048-model_000001,129,79,186,146,0.6201923076923077,0.4095238095238095,0.4933078393881452
dataset_000048-model_000002,178,125,137,100,0.5874587458745875,0.5650793650793651,0.576051779935275
dataset_000048-model_000003,252,151,63,74,0.6253101736972705,0.8,0.701949860724234
dataset_000048-model_000004,171,109,144,116,0.6107142857142858,0.5428571428571428,0.5747899159663866
dataset_000049-model_000001,130,85,185,140,0.6046511627906976,0.4126984126984127,0.49056603773584895
dataset_000049-model_000002,172,119,143,106,0.5910652920962199,0.546031746031746,0.5676567656765676
dataset_000049-model_000003,243,157,72,68,0.6075,0.7714285714285715,0.6797202797202797
dataset_000049-model_000004,175,105,140,120,0.625,0.5555555555555556,0.5882352941176471
dataset_000050-model_000001,147,87,168,138,0.6282051282051282,0.4666666666666667,0.53551912568306
dataset_000050-model_000002,180,116,135,109,0.6081081081081081,0.5714285714285714,0.5891980360065466
dataset_000050-model_000003,236,165,79,60,0.5885286783042394,0.7492063492063492,0.659217877094972
dataset_000050-model_000004,172,114,143,111,0.6013986013986014,0.546031746031746,0.5723793677204658
dataset_000051-model_000001,81,94,77,131,0.46285714285714286,0.5126582278481012,0.48648648648648646
dataset_000051-model_000002,80,125,78,100,0.3902439024390244,0.5063291139240507,0.44077134986225897
dataset_000051-model_000003,122,148,36,77,0.45185185185185184,0.7721518987341772,0.5700934579439253
dataset_000051-model_000004,86,109,72,116,0.441025641025641,0.5443037974683544,0.48725212464589235
dataset_000052-model_000001,72,89,86,136,0.4472049689440994,0.45569620253164556,0.45141065830721006
dataset_000052-model_000002,80,106,78,119,0.43010752688172044,0.5063291139240507,0.46511627906976744
dataset_000052-model_000003,124,156,34,69,0.44285714285714284,0.7848101265822784,0.5662100456621004
dataset_000052-model_000004,92,123,66,102,0.42790697674418604,0.5822784810126582,0.4932975871313673
dataset_000053-model_000001,71,74,87,151,0.4896551724137931,0.44936708860759494,0.4686468646864686
dataset_000053-model_000002,91,115,67,110,0.441747572815534,0.5759493670886076,0.5
dataset_000053-model_000003,121,151,37,74,0.44485294117647056,0.7658227848101266,0.5627906976744185
dataset_000053-model_000004,83,110,75,115,0.43005181347150256,0.5253164556962026,0.47293447293447294
dataset_000054-model_000001,66,90,92,135,0.4230769230769231,0.4177215189873418,0.4203821656050955
dataset_000054-model_000002,81,116,77,109,0.41116751269035534,0.5126582278481012,0.4563380281690141
dataset_000054-model_000003,127,139,31,86,0.4774436090225564,0.8037974683544303,0.5990566037735849
dataset_000054-model_000004,88,93,70,132,0.4861878453038674,0.5569620253164557,0.5191740412979351
dataset_000055-model_000001,65,102,93,123,0.38922155688622756,0.41139240506329117,0.4
dataset_000055-model_000002,85,125,73,100,0.40476190476190477,0.5379746835443038,0.46195652173913043
dataset_000055-model_000003,122,142,36,83,0.4621212121212121,0.7721518987341772,0.5781990521327014
dataset_000055-model_000004,85,109,73,116,0.4381443298969072,0.5379746835443038,0.48295454545454547
dataset_000056-model_000001,72,79,86,146,0.4768211920529801,0.45569620253164556,0.46601941747572817
dataset_000056-model_000002,77,113,81,112,0.4052631578947368,0.4873417721518987,0.44252873563218387
dataset_000056-model_000003,120,157,38,68,0.4332129963898917,0.759493670886076,0.5517241379310346
dataset_000056-model_000004,77,100,81,125,0.4350282485875706,0.4873417721518987,0.45970149253731335
dataset_000057-model_000001,79,83,79,142,0.4876543209876543,0.5,0.49375
dataset_000057-model_000002,92,114,66,111,0.44660194174757284,0.5822784810126582,0.5054945054945056
dataset_000057-model_000003,115,152,43,73,0.4307116104868914,0.7278481012658228,0.5411764705882353
dataset_000057-model_000004,89,105,69,120,0.4587628865979381,0.5632911392405063,0.5056818181818181
dataset_000058-model_000001,62,83,96,142,0.42758620689655175,0.3924050632911392,0.4092409240924092
dataset_000058-model_000002,73,111,85,114,0.3967391304347826,0.4620253164556962,0.42690058479532167
dataset_000058-model_000003,116,159,42,66,0.4218181818181818,0.7341772151898734,0.535796766743649
dataset_000058-model_000004,92,115,66,110,0.4444444444444444,0.5822784810126582,0.5041095890410958
dataset_000059-model_000001,69,82,89,143,0.45695364238410596,0.43670886075949367,0.4466019417475728
dataset_000059-model_000002,83,108,75,117,0.43455497382198954,0.5253164556962026,0.4756446991404012
dataset_000059-model_000003,118,153,40,72,0.4354243542435424,0.7468354430379747,0.5501165501165501
dataset_000059-model_000004,82,102,76,123,0.44565217391304346,0.5189873417721519,0.47953216374269003
dataset_000060-model_000001,76,81,82,144,0.4840764331210191,0.4810126582278481,0.4825396825396825
dataset_000060-model_000002,91,121,67,104,0.42924528301886794,0.5759493670886076,0.49189189189189186
dataset_000060-model_000003,112,156,46,69,0.417910447761194,0.7088607594936709,0.5258215962441314
dataset_000060-model_000004,77,110,81,115,0.4117647058823529,0.4873417721518987,0.44637681159420284
dataset_000061-model_000001,94,96,95,129,0.49473684210526314,0.4973544973544973,0.496042216358839
dataset_000061-model_000002,91,126,98,99,0.41935483870967744,0.48148148148148145,0.4482758620689655
dataset_000061-model_000003,141,145,48,80,0.493006993006993,0.746031746031746,0.5936842105263159
dataset_000061-model_000004,97,108,92,117,0.47317073170731705,0.5132275132275133,0.49238578680203043
dataset_000062-model_000001,90,88,99,137,0.5056179775280899,0.47619047619047616,0.49046321525885556
dataset_000062-model_000002,98,112,91,113,0.4666666666666667,0.5185185185185185,0.4912280701754386
dataset_000062-model_000003,129,153,60,72,0.4574468085106383,0.6825396825396826,0.5477707006369427
dataset_000062-model_000004,104,121,85,104,0.4622222222222222,0.5502645502645502,0.5024154589371981
dataset_000063-model_000001,83,72,106,153,0.535483870967742,0.43915343915343913,0.4825581395348837
dataset_000063-model_000002,114,118,75,107,0.49137931034482757,0.6031746031746031,0.5415676959619953
dataset_000063-model_000003,138,144,51,81,0.48936170212765956,0.7301587301587301,0.5859872611464967
dataset_000063-model_000004,98,109,91,116,0.47342995169082125,0.5185185185185185,0.494949494949495
dataset_000064-model_000001,75,91,114,134,0.45180722891566266,0.3968253968253968,0.4225352112676056
dataset_000064-model_000002,95,110,94,115,0.4634146341463415,0.5026455026455027,0.48223350253807107
dataset_000064-model_000003,138,157,51,68,0.46779661016949153,0.7301587301587301,0.5702479338842975
dataset_000064-model_000004,101,93,88,132,0.520618556701031,0.5343915343915344,0.5274151436031332
dataset_000065-model_000001,79,103,110,122,0.4340659340659341,0.41798941798941797,0.4258760107816712
dataset_000065-model_000002,115,126,74,99,0.47717842323651455,0.6084656084656085,0.5348837209302326
dataset_000065-model_000003,142,159,47,66,0.4717607973421927,0.7513227513227513,0.5795918367346938
dataset_000065-model_000004,102,109,87,116,0.4834123222748815,0.5396825396825397,0.51
dataset_000066-model_000001,87,77,102,148,0.5304878048780488,0.4603174603174603,0.49291784702549574
dataset_000066-model_000002,91,111,98,114,0.4504950495049505,0.48148148148148145,0.4654731457800511
dataset_000066-model_000003,129,151,60,74,0.4607142857142857,0.6825396825396826,0.5501066098081023
dataset_000066-model_000004,96,101,93,124,0.4873096446700508,0.5079365079365079,0.4974093264248705
dataset_000067-model_000001,88,78,101,147,0.5301204819277109,0.4656084656084656,0.49577464788732395
dataset_000067-model_000002,106,119,83,106,0.4711111111111111,0.5608465608465608,0.5120772946859903
dataset_000067-model_000003,157,150,32,75,0.511400651465798,0.8306878306878307,0.6330645161290323
dataset_000067-model_000004,104,103,85,122,0.5024154589371981,0.5502645502645502,0.5252525252525253
dataset_000068-model_000001,78,85,111,140,0.4785276073619632,0.4126984126984127,0.4431818181818182
dataset_000068-model_000002,92,112,97,113,0.45098039215686275,0.48677248677248675,0.4681933842239186
dataset_000068-model_000003,132,151,57,74,0.4664310954063604,0.6984126984126984,0.5593220338983051
dataset_000068-model_000004,103,114,86,111,0.47465437788018433,0.544973544973545,0.5073891625615764
dataset_000069-model_000001,91,84,98,141,0.52,0.48148148148148145,0.5
dataset_000069-model_000002,112,113,77,112,0.49777777777777776,0.5925925925925926,0.541062801932367
dataset_000069-model_000003,145,163,44,62,0.4707792207792208,0.7671957671957672,0.5835010060362174
dataset_000069-model_000004,106,104,83,121,0.5047619047619047,0.5608465608465608,0.531328320802005
dataset_000070-model_000001,87,79,102,146,0.5240963855421686,0.4603174603174603,0.4901408450704225
dataset_000070-model_000002,103,118,86,107,0.4660633484162896,0.544973544973545,0.5024390243902439
dataset_000070-model_000003,131,152,58,73,0.4628975265017668,0.6931216931216931,0.5550847457627118
dataset_000070-model_000004,99,110,90,115,0.47368421052631576,0.5238095238095238,0.4974874371859296
dataset_000071-model_000001,106,95,115,130,0.527363184079602,0.4796380090497738,0.5023696682464456
dataset_000071-model_000002,115,121,106,104,0.4872881355932203,0.5203619909502263,0.5032822757111598
dataset_000071-model_000003,174,142,47,83,0.5506329113924051,0.7873303167420814,0.6480446927374302
dataset_000071-model_000004,114,108,107,117,0.5135135135135135,0.5158371040723982,0.5146726862302483
dataset_000072-model_000001,103,89,118,136,0.5364583333333334,0.4660633484162896,0.49878934624697335
dataset_000072-model_000002,124,110,97,115,0.5299145299145299,0.5610859728506787,0.545054945054945
dataset_000072-model_000003,174,149,47,76,0.5386996904024768,0.7873303167420814,0.6397058823529412
dataset_000072-model_000004,130,123,91,102,0.5138339920948617,0.5882352941176471,0.5485232067510548
dataset_000073-model_000001,96,72,125,153,0.5714285714285714,0.4343891402714932,0.49357326478149105
dataset_000073-model_000002,140,122,81,103,0.5343511450381679,0.6334841628959276,0.5797101449275361
dataset_000073-model_000003,168,151,53,74,0.5266457680250783,0.7601809954751131,0.6222222222222221
dataset_000073-model_000004,119,108,102,117,0.5242290748898678,0.5384615384615384,0.53125
dataset_000074-model_000001,94,94,127,131,0.5,0.4253393665158371,0.4596577017114914
dataset_000074-model_000002,110,110,111,115,0.5,0.497737556561086,0.4988662131519274
dataset_000074-model_000003,158,151,63,74,0.511326860841424,0.7149321266968326,0.5962264150943396
dataset_000074-model_000004,119,95,102,130,0.5560747663551402,0.5384615384615384,0.5471264367816091
dataset_000075-model_000001,96,103,125,122,0.4824120603015075,0.4343891402714932,0.45714285714285713
dataset_000075-model_000002,141,121,80,104,0.5381679389312977,0.6380090497737556,0.5838509316770186
dataset_000075-model_000003,175,140,46,85,0.5555555555555556,0.7918552036199095,0.6529850746268656
dataset_000075-model_000004,117,108,104,117,0.52,0.5294117647058824,0.5246636771300449
dataset_000076-model_000001,99,76,122,149,0.5657142857142857,0.4479638009049774,0.5
dataset_000076-model_000002,120,117,101,108,0.5063291139240507,0.5429864253393665,0.5240174672489083
dataset_000076-model_000003,170,152,51,73,0.5279503105590062,0.7692307692307693,0.6261510128913444
dataset_000076-model_000004,114,99,107,126,0.5352112676056338,0.5158371040723982,0.5253456221198156
dataset_000077-model_000001,105,77,116,148,0.5769230769230769,0.4751131221719457,0.5210918114143921
dataset_000077-model_000002,118,116,103,109,0.5042735042735043,0.5339366515837104,0.5186813186813187
dataset_000077-model_000003,173,152,48,73,0.5323076923076923,0.7828054298642534,0.6336996336996337
dataset_000077-model_000004,122,101,99,124,0.547085201793722,0.5520361990950227,0.5495495495495496
dataset_000078-model_000001,94,82,127,143,0.5340909090909091,0.4253393665158371,0.473551637279597
dataset_000078-model_000002,112,115,109,110,0.4933920704845815,0.5067873303167421,0.5
dataset_000078-model_000003,171,150,50,75,0.5327102803738317,0.7737556561085973,0.6309963099630995
dataset_000078-model_000004,122,111,99,114,0.5236051502145923,0.5520361990950227,0.5374449339207048
dataset_000079-model_000001,101,84,120,141,0.5459459459459459,0.45701357466063347,0.49753694581280794
dataset_000079-model_000002,123,114,98,111,0.5189873417721519,0.5565610859728507,0.537117903930131
dataset_000079-model_000003,167,155,54,70,0.5186335403726708,0.755656108597285,0.6151012891344383
dataset_000079-model_000004,120,101,101,124,0.5429864253393665,0.5429864253393665,0.5429864253393665
dataset_000080-model_000001,103,82,118,143,0.5567567567567567,0.4660633484162896,0.5073891625615764
dataset_000080-model_000002,128,119,93,106,0.5182186234817814,0.579185520361991,0.547008547008547
dataset_000080-model_000003,169,154,52,71,0.5232198142414861,0.7647058823529411,0.6213235294117647
dataset_000080-model_000004,125,113,96,112,0.5252100840336135,0.5656108597285068,0.5446623093681917
dataset_000081-model_000001,23,70,25,88,0.24731182795698925,0.4791666666666667,0.326241134751773
dataset_000081-model_000002,28,75,20,83,0.27184466019417475,0.5833333333333334,0.3708609271523179
dataset_000081-model_000003,42,103,6,55,0.2896551724137931,0.875,0.4352331606217616
dataset_000081-model_000004,19,67,29,91,0.22093023255813954,0.3958333333333333,0.28358208955223885
dataset_000082-model_000001,14,58,34,100,0.19444444444444445,0.2916666666666667,0.2333333333333333
dataset_000082-model_000002,33,76,15,82,0.30275229357798167,0.6875,0.4203821656050956
dataset_000082-model_000003,42,98,6,60,0.3,0.875,0.44680851063829785
dataset_000082-model_000004,23,86,25,72,0.21100917431192662,0.4791666666666667,0.29299363057324845
dataset_000083-model_000001,13,47,35,111,0.21666666666666667,0.2708333333333333,0.24074074074074076
dataset_000083-model_000002,27,85,21,73,0.24107142857142858,0.5625,0.3375
dataset_000083-model_000003,40,122,8,36,0.24691358024691357,0.8333333333333334,0.380952380952381
dataset_000083-model_000004,25,93,23,65,0.211864406779661,0.5208333333333334,0.30120481927710846
dataset_000084-model_000001,21,62,27,96,0.25301204819277107,0.4375,0.3206106870229007
dataset_000084-model_000002,22,81,26,77,0.21359223300970873,0.4583333333333333,0.2913907284768212
dataset_000084-model_000003,41,116,7,42,0.2611464968152866,0.8541666666666666,0.39999999999999997
dataset_000084-model_000004,25,87,23,71,0.22321428571428573,0.5208333333333334,0.31250000000000006
dataset_000085-model_000001,22,68,26,90,0.24444444444444444,0.4583333333333333,0.31884057971014496
dataset_000085-model_000002,31,90,17,68,0.256198347107438,0.6458333333333334,0.36686390532544383
dataset_000085-model_000003,39,103,9,55,0.2746478873239437,0.8125,0.4105263157894737
dataset_000085-model_000004,20,74,28,84,0.2127659574468085,0.4166666666666667,0.28169014084507044
dataset_000086-model_000001,17,61,31,97,0.21794871794871795,0.3541666666666667,0.2698412698412699
dataset_000086-model_000002,30,83,18,75,0.26548672566371684,0.625,0.3726708074534162
dataset_000086-model_000003,43,109,5,49,0.28289473684210525,0.8958333333333334,0.43
dataset_000086-model_000004,26,83,22,75,0.23853211009174313,0.5416666666666666,0.3312101910828026
dataset_000087-model_000001,21,61,27,97,0.25609756097560976,0.4375,0.3230769230769231
dataset_000087-model_000002,26,77,22,81,0.2524271844660194,0.5416666666666666,0.3443708609271523
dataset_000087-model_000003,41,96,7,62,0.29927007299270075,0.8541666666666666,0.44324324324324327
dataset_000087-model_000004,26,96,22,62,0.21311475409836064,0.5416666666666666,0.30588235294117644
dataset_000088-model_000001,19,59,29,99,0.24358974358974358,0.3958333333333333,0.30158730158730157
dataset_000088-model_000002,27,77,21,81,0.25961538461538464,0.5625,0.3552631578947369
dataset_000088-model_000003,42,109,6,49,0.2781456953642384,0.875,0.422110552763819
dataset_000088-model_000004,25,79,23,79,0.2403846153846154,0.5208333333333334,0.3289473684210526
dataset_000089-model_000001,14,45,34,113,0.23728813559322035,0.2916666666666667,0.26168224299065423
dataset_000089-model_000002,26,89,22,69,0.22608695652173913,0.5416666666666666,0.31901840490797545
dataset_000089-model_000003,42,109,6,49,0.2781456953642384,0.875,0.422110552763819
dataset_000089-model_000004,26,74,22,84,0.26,0.5416666666666666,0.35135135135135137
dataset_000090-model_000001,21,70,27,88,0.23076923076923078,0.4375,0.3021582733812949
dataset_000090-model_000002,26,92,22,66,0.22033898305084745,0.5416666666666666,0.3132530120481928
dataset_000090-model_000003,41,100,7,58,0.2907801418439716,0.8541666666666666,0.43386243386243384
dataset_000090-model_000004,21,75,27,83,0.21875,0.4375,0.2916666666666667
dataset_000091-model_000001,13,68,11,90,0.16049382716049382,0.5416666666666666,0.24761904761904763
dataset_000091-model_000002,11,68,13,90,0.13924050632911392,0.4583333333333333,0.21359223300970873
dataset_000091-model_000003,20,101,4,57,0.1652892561983471,0.8333333333333334,0.27586206896551724
dataset_000091-model_000004,10,69,14,89,0.12658227848101267,0.4166666666666667,0.1941747572815534
dataset_000092-model_000001,2,53,22,105,0.03636363636363636,0.08333333333333333,0.050632911392405056
dataset_000092-model_000002,12,74,12,84,0.13953488372093023,0.5,0.21818181818181817
dataset_000092-model_000003,18,98,6,60,0.15517241379310345,0.75,0.2571428571428572
dataset_000092-model_000004,8,84,16,74,0.08695652173913043,0.3333333333333333,0.13793103448275862
dataset_000093-model_000001,8,46,16,112,0.14814814814814814,0.3333333333333333,0.20512820512820512
dataset_000093-model_000002,10,81,14,77,0.10989010989010989,0.4166666666666667,0.1739130434782609
dataset_000093-model_000003,18,110,6,48,0.140625,0.75,0.23684210526315788
dataset_000093-model_000004,12,87,12,71,0.12121212121212122,0.5,0.1951219512195122
dataset_000094-model_000001,11,57,13,101,0.16176470588235295,0.4583333333333333,0.2391304347826087
dataset_000094-model_000002,15,81,9,77,0.15625,0.625,0.25
dataset_000094-model_000003,21,118,3,40,0.1510791366906475,0.875,0.25766871165644173
dataset_000094-model_000004,15,86,9,72,0.1485148514851485,0.625,0.24
dataset_000095-model_000001,14,67,10,91,0.1728395061728395,0.5833333333333334,0.26666666666666666
dataset_000095-model_000002,13,84,11,74,0.13402061855670103,0.5416666666666666,0.21487603305785125
dataset_000095-model_000003,21,111,3,47,0.1590909090909091,0.875,0.26923076923076916
dataset_000095-model_000004,9,75,15,83,0.10714285714285714,0.375,0.16666666666666666
dataset_000096-model_000001,4,61,20,97,0.06153846153846154,0.16666666666666666,0.0898876404494382
dataset_000096-model_000002,13,81,11,77,0.13829787234042554,0.5416666666666666,0.22033898305084748
dataset_000096-model_000003,20,110,4,48,0.15384615384615385,0.8333333333333334,0.25974025974025977
dataset_000096-model_000004,12,80,12,78,0.13043478260869565,0.5,0.20689655172413793
dataset_000097-model_000001,10,64,14,94,0.13513513513513514,0.4166666666666667,0.20408163265306126
dataset_000097-model_000002,17,75,7,83,0.18478260869565216,0.7083333333333334,0.29310344827586204
dataset_000097-model_000003,19,101,5,57,0.15833333333333333,0.7916666666666666,0.2638888888888889
dataset_000097-model_000004,11,98,13,60,0.10091743119266056,0.4583333333333333,0.16541353383458646
dataset_000098-model_000001,10,54,14,104,0.15625,0.4166666666666667,0.22727272727272727
dataset_000098-model_000002,12,74,12,84,0.13953488372093023,0.5,0.21818181818181817
dataset_000098-model_000003,20,104,4,54,0.16129032258064516,0.8333333333333334,0.27027027027027023
dataset_000098-model_000004,12,79,12,79,0.13186813186813187,0.5,0.20869565217391306
dataset_000099-model_000001,5,46,19,112,0.09803921568627451,0.20833333333333334,0.13333333333333333
dataset_000099-model_000002,17,95,7,63,0.15178571428571427,0.7083333333333334,0.24999999999999997
dataset_000099-model_000003,23,107,1,51,0.17692307692307693,0.9583333333333334,0.29870129870129875
dataset_000099-model_000004,13,74,11,84,0.14942528735632185,0.5416666666666666,0.23423423423423423
dataset_000100-model_000001,10,62,14,96,0.1388888888888889,0.4166666666666667,0.20833333333333334
dataset_000100-model_000002,17,85,7,73,0.16666666666666666,0.7083333333333334,0.2698412698412698
dataset_000100-model_000003,21,98,3,60,0.17647058823529413,0.875,0.2937062937062937
dataset_000100-model_000004,11,75,13,83,0.12790697674418605,0.4583333333333333,0.2
dataset_000101-model_000001,13,67,16,91,0.1625,0.4482758620689655,0.23853211009174316
dataset_000101-model_000002,16,70,13,88,0.18604651162790697,0.5517241379310345,0.2782608695652174
dataset_000101-model_000003,24,102,5,56,0.19047619047619047,0.8275862068965517,0.30967741935483867
dataset_000101-model_000004,13,70,16,88,0.1566265060240964,0.4482758620689655,0.23214285714285718
dataset_000102-model_000001,5,56,24,102,0.08196721311475409,0.1724137931034483,0.11111111111111112
dataset_000102-model_000002,16,78,13,80,0.1702127659574468,0.5517241379310345,0.26016260162601623
dataset_000102-model_000003,23,99,6,59,0.1885245901639344,0.7931034482758621,0.3046357615894039
dataset_000102-model_000004,11,85,18,73,0.11458333333333333,0.3793103448275862,0.17600000000000002
dataset_000103-model_000001,11,46,18,112,0.19298245614035087,0.3793103448275862,0.25581395348837205
dataset_000103-model_000002,11,84,18,74,0.11578947368421053,0.3793103448275862,0.17741935483870966
dataset_000103-model_000003,24,119,5,39,0.16783216783216784,0.8275862068965517,0.27906976744186046
dataset_000103-model_000004,14,87,15,71,0.13861386138613863,0.4827586206896552,0.21538461538461542
dataset_000104-model_000001,12,60,17,98,0.16666666666666666,0.41379310344827586,0.2376237623762376
dataset_000104-model_000002,18,86,11,72,0.17307692307692307,0.6206896551724138,0.27067669172932335
dataset_000104-model_000003,24,118,5,40,0.16901408450704225,0.8275862068965517,0.2807017543859649
dataset_000104-model_000004,15,86,14,72,0.1485148514851485,0.5172413793103449,0.23076923076923078
dataset_000105-model_000001,13,65,16,93,0.16666666666666666,0.4482758620689655,0.24299065420560748
dataset_000105-model_000002,16,83,13,75,0.16161616161616163,0.5517241379310345,0.25
dataset_000105-model_000003,26,112,3,46,0.18840579710144928,0.896551724137931,0.31137724550898205
dataset_000105-model_000004,11,73,18,85,0.13095238095238096,0.3793103448275862,0.1946902654867257
dataset_000106-model_000001,6,58,23,100,0.09375,0.20689655172413793,0.12903225806451615
dataset_000106-model_000002,16,79,13,79,0.16842105263157894,0.5517241379310345,0.25806451612903225
dataset_000106-model_000003,25,112,4,46,0.18248175182481752,0.8620689655172413,0.30120481927710846
dataset_000106-model_000004,16,81,13,77,0.16494845360824742,0.5517241379310345,0.25396825396825395
dataset_000107-model_000001,11,64,18,94,0.14666666666666667,0.3793103448275862,0.21153846153846156
dataset_000107-model_000002,19,75,10,83,0.20212765957446807,0.6551724137931034,0.30894308943089427
dataset_000107-model_000003,23,102,6,56,0.184,0.7931034482758621,0.29870129870129875
dataset_000107-model_000004,12,96,17,62,0.1111111111111111,0.41379310344827586,0.17518248175182483
dataset_000108-model_000001,12,55,17,103,0.1791044776119403,0.41379310344827586,0.25
dataset_000108-model_000002,14,79,15,79,0.15053763440860216,0.4827586206896552,0.22950819672131148
dataset_000108-model_000003,25,107,4,51,0.1893939393939394,0.8620689655172413,0.3105590062111801
dataset_000108-model_000004,15,80,14,78,0.15789473684210525,0.5172413793103449,0.24193548387096775
dataset_000109-model_000001,6,46,23,112,0.11538461538461539,0.20689655172413793,0.14814814814814817
dataset_000109-model_000002,19,90,10,68,0.1743119266055046,0.6551724137931034,0.2753623188405797
dataset_000109-model_000003,22,109,7,49,0.16793893129770993,0.7586206896551724,0.275
dataset_000109-model_000004,16,74,13,84,0.17777777777777778,0.5517241379310345,0.2689075630252101
dataset_000110-model_000001,15,65,14,93,0.1875,0.5172413793103449,0.27522935779816515
dataset_000110-model_000002,20,84,9,74,0.19230769230769232,0.6896551724137931,0.30075187969924816
dataset_000110-model_000003,27,102,2,56,0.20930232558139536,0.9310344827586207,0.34177215189873417
dataset_000110-model_000004,13,75,16,83,0.14772727272727273,0.4482758620689655,0.2222222222222222
dataset_000111-model_000001,14,68,20,90,0.17073170731707318,0.4117647058823529,0.24137931034482757
dataset_000111-model_000002,19,66,15,92,0.2235294117647059,0.5588235294117647,0.319327731092437
dataset_000111-model_000003,29,104,5,54,0.21804511278195488,0.8529411764705882,0.3473053892215569
dataset_000111-model_000004,15,69,19,89,0.17857142857142858,0.4411764705882353,0.2542372881355932
dataset_000112-model_000001,7,55,27,103,0.11290322580645161,0.20588235294117646,0.14583333333333331
dataset_000112-model_000002,23,85,11,73,0.21296296296296297,0.6764705882352942,0.32394366197183094
dataset_000112-model_000003,29,98,5,60,0.2283464566929134,0.8529411764705882,0.36024844720496896
dataset_000112-model_000004,13,85,21,73,0.1326530612244898,0.38235294117647056,0.19696969696969696
dataset_000113-model_000001,12,46,22,112,0.20689655172413793,0.35294117647058826,0.2608695652173913
dataset_000113-model_000002,15,77,19,81,0.16304347826086957,0.4411764705882353,0.23809523809523808
dataset_000113-model_000003,28,117,6,41,0.19310344827586207,0.8235294117647058,0.3128491620111732
dataset_000113-model_000004,16,89,18,69,0.1523809523809524,0.47058823529411764,0.23021582733812954
dataset_000114-model_000001,12,60,22,98,0.16666666666666666,0.35294117647058826,0.22641509433962262
dataset_000114-model_000002,17,84,17,74,0.16831683168316833,0.5,0.2518518518518518
dataset_000114-model_000003,28,115,6,43,0.1958041958041958,0.8235294117647058,0.3163841807909604
dataset_000114-model_000004,16,86,18,72,0.1568627450980392,0.47058823529411764,0.23529411764705882
dataset_000115-model_000001,17,67,17,91,0.20238095238095238,0.5,0.288135593220339
dataset_000115-model_000002,24,89,10,69,0.21238938053097345,0.7058823529411765,0.32653061224489793
dataset_000115-model_000003,32,114,2,44,0.2191780821917808,0.9411764705882353,0.35555555555555557
dataset_000115-model_000004,13,73,21,85,0.1511627906976744,0.38235294117647056,0.21666666666666665
dataset_000116-model_000001,6,58,28,100,0.09375,0.17647058823529413,0.12244897959183672
dataset_000116-model_000002,18,79,16,79,0.18556701030927836,0.5294117647058824,0.2748091603053435
dataset_000116-model_000003,29,112,5,46,0.20567375886524822,0.8529411764705882,0.3314285714285714
dataset_000116-model_000004,19,81,15,77,0.19,0.5588235294117647,0.28358208955223885
dataset_000117-model_000001,13,63,21,95,0.17105263157894737,0.38235294117647056,0.23636363636363636
dataset_000117-model_000002,21,74,13,84,0.22105263157894736,0.6176470588235294,0.3255813953488372
dataset_000117-model_000003,28,99,6,59,0.2204724409448819,0.8235294117647058,0.34782608695652173
dataset_000117-model_000004,15,96,19,62,0.13513513513513514,0.4411764705882353,0.20689655172413796
dataset_000118-model_000001,14,57,20,101,0.19718309859154928,0.4117647058823529,0.26666666666666666
dataset_000118-model_000002,18,75,16,83,0.1935483870967742,0.5294117647058824,0.28346456692913385
dataset_000118-model_000003,26,111,8,47,0.1897810218978102,0.7647058823529411,0.30409356725146197
dataset_000118-model_000004,18,81,16,77,0.18181818181818182,0.5294117647058824,0.27067669172932335
dataset_000119-model_000001,9,46,25,112,0.16363636363636364,0.2647058823529412,0.20224719101123595
dataset_000119-model_000002,19,91,15,67,0.17272727272727273,0.5588235294117647,0.2638888888888889
dataset_000119-model_000003,30,111,4,47,0.2127659574468085,0.8823529411764706,0.3428571428571428
dataset_000119-model_000004,18,74,16,84,0.1956521739130435,0.5294117647058824,0.28571428571428575
dataset_000120-model_000001,16,65,18,93,0.19753086419753085,0.47058823529411764,0.2782608695652174
dataset_000120-model_000002,18,82,16,76,0.18,0.5294117647058824,0.26865671641791045
dataset_000120-model_000003,32,104,2,54,0.23529411764705882,0.9411764705882353,0.3764705882352941
dataset_000120-model_000004,15,77,19,81,0.16304347826086957,0.4411764705882353,0.23809523809523808
dataset_000121-model_000001,23,43,25,56,0.3484848484848485,0.4791666666666667,0.40350877192982465
dataset_000121-model_000002,25,45,23,54,0.35714285714285715,0.5208333333333334,0.42372881355932207
dataset_000121-model_000003,40,74,8,25,0.3508771929824561,0.8333333333333334,0.4938271604938272
dataset_000121-model_000004,23,42,25,57,0.35384615384615387,0.4791666666666667,0.40707964601769914
dataset_000122-model_000001,17,41,31,58,0.29310344827586204,0.3541666666666667,0.32075471698113206
dataset_000122-model_000002,26,43,22,56,0.37681159420289856,0.5416666666666666,0.4444444444444444
